dayofweek,home_team,score,away_team,home_goals,away_goals,result,home_goals_total_home,away_goals_total_home,home_conceded_home,away_conceded_home,goalsScored_home,goalsConceded_home,home_goals_total_away,away_goals_total_away,home_conceded_away,away_conceded_away,goalsScored_away,goalsConceded_away
Sáb,León,1–0,Guadalajara,1,0,1,332,240,225,278,572,503,233,212,204,222,445,426
Sáb,Atlas,1–2,Toluca,1,2,0,198,201,207,268,399,475,332,212,216,283,544,499
Sáb,Chiapas,3–1,Morelia,3,1,1,71,51,75,98,122,173,148,138,147,177,286,324
Sáb,Cruz Azul,0–2,América,0,2,0,264,211,193,227,475,420,363,310,198,246,673,444
Vie,Veracruz,2–1,Monterrey,2,1,1,109,69,138,191,178,329,354,254,181,257,608,438
Vie,Santos,3–4,UNAM,3,4,0,321,220,214,297,541,511,294,206,204,301,500,505
Dom,Toluca,1–3,León,1,3,0,332,212,216,283,544,499,332,240,225,278,572,503
Dom,Guadalajara,4–1,Chiapas,4,1,1,233,212,204,222,445,426,71,51,75,98,122,173
Sáb,UANL,5–1,Querétaro,5,1,1,367,253,189,214,620,403,215,184,206,294,399,500
Sáb,Sinaloa,1–0,Puebla,1,0,1,18,13,20,41,31,61,242,188,242,271,430,513
Sáb,Pachuca,1–1,Atlas,1,1,-1,329,249,197,272,578,469,198,201,207,268,399,475
Sáb,Morelia,1–2,Tijuana,1,2,0,148,138,147,177,286,324,247,160,200,308,407,508
Sáb,América,0–1,UANL,0,1,0,363,310,198,246,673,444,367,253,189,214,620,403
Vie,Tijuana,2–1,Guadalajara,2,1,1,247,160,200,308,407,508,233,212,204,222,445,426
Vie,Querétaro,0–1,Morelia,0,1,0,215,184,206,294,399,500,148,138,147,177,286,324
Dom,UNAM,3–0,Veracruz,3,0,1,294,206,204,301,500,505,109,69,138,191,178,329
Dom,Puebla,0–1,Santos,0,1,0,242,188,242,271,430,513,321,220,214,297,541,511
Sáb,Monterrey,1–1,Cruz Azul,1,1,-1,354,254,181,257,608,438,264,211,193,227,475,420
Sáb,Pachuca,3–4,Toluca,3,4,0,329,249,197,272,578,469,332,212,216,283,544,499
Sáb,Atlas,3–2,Sinaloa,3,2,1,198,201,207,268,399,475,18,13,20,41,31,61
Sáb,Chiapas,6–2,León,6,2,1,71,51,75,98,122,173,332,240,225,278,572,503
Sáb,Cruz Azul,2–1,UNAM,2,1,1,264,211,193,227,475,420,294,206,204,301,500,505
Vie,Veracruz,2–1,Puebla,2,1,1,109,69,138,191,178,329,242,188,242,271,430,513
Vie,Santos,0–2,Atlas,0,2,0,321,220,214,297,541,511,198,201,207,268,399,475
Dom,Toluca,1–1,Chiapas,1,1,-1,332,212,216,283,544,499,71,51,75,98,122,173
Dom,Guadalajara,2–1,Querétaro,2,1,1,233,212,204,222,445,426,215,184,206,294,399,500
Sáb,UANL,3–1,Monterrey,3,1,1,367,253,189,214,620,403,354,254,181,257,608,438
Sáb,Sinaloa,1–2,Pachuca,1,2,0,18,13,20,41,31,61,329,249,197,272,578,469
Sáb,León,2–1,Tijuana,2,1,1,332,240,225,278,572,503,247,160,200,308,407,508
Sáb,Morelia,0–3,América,0,3,0,148,138,147,177,286,324,363,310,198,246,673,444
Sáb,América,1–2,Guadalajara,1,2,0,363,310,198,246,673,444,233,212,204,222,445,426
Vie,Querétaro,3–0,León,3,0,1,215,184,206,294,399,500,332,240,225,278,572,503
Vie,Tijuana,1–1,Chiapas,1,1,-1,247,160,200,308,407,508,71,51,75,98,122,173
Dom,UNAM,1–0,UANL,1,0,1,294,206,204,301,500,505,367,253,189,214,620,403
Dom,Puebla,2–1,Cruz Azul,2,1,1,242,188,242,271,430,513,264,211,193,227,475,420
Sáb,Monterrey,2–2,Morelia,2,2,-1,354,254,181,257,608,438,148,138,147,177,286,324
Sáb,Sinaloa,1–2,Toluca,1,2,0,18,13,20,41,31,61,332,212,216,283,544,499
Sáb,Pachuca,0–0,Santos,0,0,-1,329,249,197,272,578,469,321,220,214,297,541,511
Sáb,Atlas,0–1,Veracruz,0,1,0,198,201,207,268,399,475,109,69,138,191,178,329
Mié,Morelia,2–2,UNAM,2,2,-1,148,138,147,177,286,324,294,206,204,301,500,505
Mar,Toluca,4–1,Tijuana,4,1,1,332,212,216,283,544,499,247,160,200,308,407,508
Mar,León,3–0,América,3,0,1,332,240,225,278,572,503,363,310,198,246,673,444
Mar,Guadalajara,2–1,Monterrey,2,1,1,233,212,204,222,445,426,354,254,181,257,608,438
Mar,Veracruz,0–1,Pachuca,0,1,0,109,69,138,191,178,329,329,249,197,272,578,469
Mar,Chiapas,0–0,Querétaro,0,0,-1,71,51,75,98,122,173,215,184,206,294,399,500
Mar,Santos,1–1,Sinaloa,1,1,-1,321,220,214,297,541,511,18,13,20,41,31,61
Mié,Cruz Azul,1–1,Atlas,1,1,-1,264,211,193,227,475,420,198,201,207,268,399,475
Mié,UANL,0–1,Puebla,0,1,0,367,253,189,214,620,403,242,188,242,271,430,513
Sáb,América,2–1,Chiapas,2,1,1,363,310,198,246,673,444,71,51,75,98,122,173
Vie,Querétaro,2–1,Tijuana,2,1,1,215,184,206,294,399,500,247,160,200,308,407,508
Dom,UNAM,1–0,Guadalajara,1,0,1,294,206,204,301,500,505,233,212,204,222,445,426
Dom,Puebla,1–3,Morelia,1,3,0,242,188,242,271,430,513,148,138,147,177,286,324
Sáb,Monterrey,4–0,León,4,0,1,354,254,181,257,608,438,332,240,225,278,572,503
Sáb,Santos,0–0,Toluca,0,0,-1,321,220,214,297,541,511,332,212,216,283,544,499
Sáb,Atlas,0–1,UANL,0,1,0,198,201,207,268,399,475,367,253,189,214,620,403
Vie,Monterrey,1–1,Puebla,1,1,-1,354,254,181,257,608,438,242,188,242,271,430,513
Sáb,Cruz Azul,1–1,Sinaloa,1,1,-1,264,211,193,227,475,420,18,13,20,41,31,61
Vie,Tijuana,0–2,América,0,2,0,247,160,200,308,407,508,363,310,198,246,673,444
Vie,Veracruz,0–3,Santos,0,3,0,109,69,138,191,178,329,321,220,214,297,541,511
Dom,Toluca,4–2,Querétaro,4,2,1,332,212,216,283,544,499,215,184,206,294,399,500
Dom,Guadalajara,1–1,Puebla,1,1,-1,233,212,204,222,445,426,242,188,242,271,430,513
Sáb,UANL,2–1,Pachuca,2,1,1,367,253,189,214,620,403,329,249,197,272,578,469
Sáb,León,1–3,UNAM,1,3,0,332,240,225,278,572,503,294,206,204,301,500,505
Sáb,Morelia,0–1,Atlas,0,1,0,148,138,147,177,286,324,198,201,207,268,399,475
Sáb,Chiapas,2–2,Monterrey,2,2,-1,71,51,75,98,122,173,354,254,181,257,608,438
Sáb,América,0–1,Querétaro,0,1,0,363,310,198,246,673,444,215,184,206,294,399,500
Vie,Veracruz,3–2,Toluca,3,2,1,109,69,138,191,178,329,332,212,216,283,544,499
Vie,Santos,1–2,Cruz Azul,1,2,0,321,220,214,297,541,511,264,211,193,227,475,420
Dom,UNAM,2–3,Chiapas,2,3,0,294,206,204,301,500,505,71,51,75,98,122,173
Dom,Puebla,1–0,León,1,0,1,242,188,242,271,430,513,332,240,225,278,572,503
Sáb,Sinaloa,0–0,UANL,0,0,-1,18,13,20,41,31,61,367,253,189,214,620,403
Sáb,Monterrey,3–1,Tijuana,3,1,1,354,254,181,257,608,438,247,160,200,308,407,508
Sáb,Pachuca,2–0,Morelia,2,0,1,329,249,197,272,578,469,148,138,147,177,286,324
Sáb,Cruz Azul,1–1,Veracruz,1,1,-1,264,211,193,227,475,420,109,69,138,191,178,329
Vie,Querétaro,3–1,Monterrey,3,1,1,215,184,206,294,399,500,354,254,181,257,608,438
Vie,Tijuana,1–2,UNAM,1,2,0,247,160,200,308,407,508,294,206,204,301,500,505
Dom,Toluca,2–3,América,2,3,0,332,212,216,283,544,499,363,310,198,246,673,444
Dom,Guadalajara,4–4,Pachuca,4,4,-1,233,212,204,222,445,426,329,249,197,272,578,469
Sáb,UANL,2–2,Santos,2,2,-1,367,253,189,214,620,403,321,220,214,297,541,511
Sáb,León,2–1,Atlas,2,1,1,332,240,225,278,572,503,198,201,207,268,399,475
Sáb,Morelia,4–0,Sinaloa,4,0,1,148,138,147,177,286,324,18,13,20,41,31,61
Sáb,Chiapas,1–0,Puebla,1,0,1,71,51,75,98,122,173,242,188,242,271,430,513
Sáb,Cruz Azul,1–2,Toluca,1,2,0,264,211,193,227,475,420,332,212,216,283,544,499
Vie,Veracruz,1–3,UANL,1,3,0,109,69,138,191,178,329,367,253,189,214,620,403
Vie,Santos,2–3,Morelia,2,3,0,321,220,214,297,541,511,148,138,147,177,286,324
Dom,UNAM,2–1,Querétaro,2,1,1,294,206,204,301,500,505,215,184,206,294,399,500
Dom,Puebla,2–1,Tijuana,2,1,1,242,188,242,271,430,513,247,160,200,308,407,508
Sáb,Monterrey,2–1,América,2,1,1,354,254,181,257,608,438,363,310,198,246,673,444
Sáb,Sinaloa,2–1,Guadalajara,2,1,1,18,13,20,41,31,61,233,212,204,222,445,426
Sáb,Pachuca,3–2,León,3,2,1,329,249,197,272,578,469,332,240,225,278,572,503
Sáb,Atlas,2–3,Chiapas,2,3,0,198,201,207,268,399,475,71,51,75,98,122,173
Mar,Sinaloa,0–0,Veracruz,0,0,-1,18,13,20,41,31,61,109,69,138,191,178,329
Mié,Atlas,0–1,Guadalajara,0,1,0,198,201,207,268,399,475,233,212,204,222,445,426
Sáb,Pachuca,1–2,Cruz Azul,1,2,0,329,249,197,272,578,469,264,211,193,227,475,420
Sáb,América,1–1,UNAM,1,1,-1,363,310,198,246,673,444,294,206,204,301,500,505
Vie,Querétaro,0–0,Puebla,0,0,-1,215,184,206,294,399,500,242,188,242,271,430,513
Vie,Tijuana,2–0,Atlas,2,0,1,247,160,200,308,407,508,198,201,207,268,399,475
Dom,Toluca,3–1,Monterrey,3,1,1,332,212,216,283,544,499,354,254,181,257,608,438
Dom,Guadalajara,0–3,Santos,0,3,0,233,212,204,222,445,426,321,220,214,297,541,511
Sáb,UANL,0–0,Cruz Azul,0,0,-1,367,253,189,214,620,403,264,211,193,227,475,420
Sáb,León,3–0,Sinaloa,3,0,1,332,240,225,278,572,503,18,13,20,41,31,61
Sáb,Morelia,1–2,Veracruz,1,2,0,148,138,147,177,286,324,109,69,138,191,178,329
Sáb,Chiapas,3–2,Pachuca,3,2,1,71,51,75,98,122,173,329,249,197,272,578,469
Mié,América,4–1,León,4,1,1,363,310,198,246,673,444,332,240,225,278,572,503
Mié,UANL,2–1,Chiapas,2,1,1,367,253,189,214,620,403,71,51,75,98,122,173
Jue,Veracruz,1–0,UNAM,1,0,1,109,69,138,191,178,329,294,206,204,301,500,505
Jue,Puebla,2–2,Toluca,2,2,-1,242,188,242,271,430,513,332,212,216,283,544,499
Dom,UNAM,1–0,Veracruz,1,0,1,294,206,204,301,500,505,109,69,138,191,178,329
Dom,Toluca,1–0,Puebla,1,0,1,332,212,216,283,544,499,242,188,242,271,430,513
Sáb,Chiapas,0–1,UANL,0,1,0,71,51,75,98,122,173,367,253,189,214,620,403
Sáb,León,2–1,América,2,1,1,332,240,225,278,572,503,363,310,198,246,673,444
Jue,América,0–3,UNAM,0,3,0,363,310,198,246,673,444,294,206,204,301,500,505
Jue,UANL,0–0,Toluca,0,0,-1,367,253,189,214,620,403,332,212,216,283,544,499
Dom,UNAM,1–3,América,1,3,0,294,206,204,301,500,505,363,310,198,246,673,444
Dom,Toluca,0–2,UANL,0,2,0,332,212,216,283,544,499,367,253,189,214,620,403
Jue,UANL,3–0,UNAM,3,0,1,367,253,189,214,620,403,294,206,204,301,500,505
Dom,UNAM,4–1,UANL,4,1,1,294,206,204,301,500,505,367,253,189,214,620,403
Sáb,América,0–0,Puebla,0,0,-1,363,310,198,246,673,444,242,188,242,271,430,513
Vie,Querétaro,1–3,Atlas,1,3,0,215,184,206,294,399,500,198,201,207,268,399,475
Vie,Tijuana,1–1,Pachuca,1,1,-1,247,160,200,308,407,508,329,249,197,272,578,469
Dom,Toluca,1–0,UANL,1,0,1,332,212,216,283,544,499,367,253,189,214,620,403
Dom,Guadalajara,2–2,Veracruz,2,2,-1,233,212,204,222,445,426,109,69,138,191,178,329
Sáb,Monterrey,1–0,UNAM,1,0,1,354,254,181,257,608,438,294,206,204,301,500,505
Sáb,León,2–0,Santos,2,0,1,332,240,225,278,572,503,321,220,214,297,541,511
Sáb,Morelia,2–2,Cruz Azul,2,2,-1,148,138,147,177,286,324,264,211,193,227,475,420
Sáb,Chiapas,1–0,Sinaloa,1,0,1,71,51,75,98,122,173,18,13,20,41,31,61
Sáb,Cruz Azul,1–1,Guadalajara,1,1,-1,264,211,193,227,475,420,233,212,204,222,445,426
Vie,Veracruz,1–3,León,1,3,0,109,69,138,191,178,329,332,240,225,278,572,503
Vie,Santos,1–0,Chiapas,1,0,1,321,220,214,297,541,511,71,51,75,98,122,173
Dom,UNAM,3–2,Toluca,3,2,1,294,206,204,301,500,505,332,212,216,283,544,499
Dom,Puebla,1–3,Monterrey,1,3,0,242,188,242,271,430,513,354,254,181,257,608,438
Sáb,UANL,2–0,Morelia,2,0,1,367,253,189,214,620,403,148,138,147,177,286,324
Sáb,Sinaloa,0–1,Tijuana,0,1,0,18,13,20,41,31,61,247,160,200,308,407,508
Sáb,Pachuca,1–0,Querétaro,1,0,1,329,249,197,272,578,469,215,184,206,294,399,500
Sáb,Atlas,0–3,América,0,3,0,198,201,207,268,399,475,363,310,198,246,673,444
Sáb,América,1–4,Pachuca,1,4,0,363,310,198,246,673,444,329,249,197,272,578,469
Vie,Tijuana,1–3,Santos,1,3,0,247,160,200,308,407,508,321,220,214,297,541,511
Vie,Querétaro,3–0,Sinaloa,3,0,1,215,184,206,294,399,500,18,13,20,41,31,61
Dom,UNAM,0–1,Puebla,0,1,0,294,206,204,301,500,505,242,188,242,271,430,513
Dom,Guadalajara,2–2,UANL,2,2,-1,233,212,204,222,445,426,367,253,189,214,620,403
Sáb,Monterrey,1–0,Atlas,1,0,1,354,254,181,257,608,438,198,201,207,268,399,475
Sáb,León,3–2,Cruz Azul,3,2,1,332,240,225,278,572,503,264,211,193,227,475,420
Sáb,Morelia,1–1,Toluca,1,1,-1,148,138,147,177,286,324,332,212,216,283,544,499
Sáb,Chiapas,1–1,Veracruz,1,1,-1,71,51,75,98,122,173,109,69,138,191,178,329
Sáb,Cruz Azul,2–1,Chiapas,2,1,1,264,211,193,227,475,420,71,51,75,98,122,173
Vie,Santos,2–0,Querétaro,2,0,1,321,220,214,297,541,511,215,184,206,294,399,500
Vie,Veracruz,2–2,Tijuana,2,2,-1,109,69,138,191,178,329,247,160,200,308,407,508
Dom,Toluca,1–1,Puebla,1,1,-1,332,212,216,283,544,499,242,188,242,271,430,513
Sáb,Morelia,2–0,Guadalajara,2,0,1,148,138,147,177,286,324,233,212,204,222,445,426
Sáb,UANL,3–1,León,3,1,1,367,253,189,214,620,403,332,240,225,278,572,503
Sáb,Sinaloa,0–3,América,0,3,0,18,13,20,41,31,61,363,310,198,246,673,444
Sáb,Pachuca,3–1,Monterrey,3,1,1,329,249,197,272,578,469,354,254,181,257,608,438
Sáb,Atlas,1–1,UNAM,1,1,-1,198,201,207,268,399,475,294,206,204,301,500,505
Sáb,América,2–0,Santos,2,0,1,363,310,198,246,673,444,321,220,214,297,541,511
Vie,Querétaro,2–1,Veracruz,2,1,1,215,184,206,294,399,500,109,69,138,191,178,329
Vie,Tijuana,1–1,Cruz Azul,1,1,-1,247,160,200,308,407,508,264,211,193,227,475,420
Vie,Chiapas,1–3,UANL,1,3,0,71,51,75,98,122,173,367,253,189,214,620,403
Dom,UNAM,1–1,Pachuca,1,1,-1,294,206,204,301,500,505,329,249,197,272,578,469
Sáb,Puebla,4–1,Atlas,4,1,1,242,188,242,271,430,513,198,201,207,268,399,475
Sáb,Monterrey,3–0,Sinaloa,3,0,1,354,254,181,257,608,438,18,13,20,41,31,61
Sáb,León,1–2,Morelia,1,2,0,332,240,225,278,572,503,148,138,147,177,286,324
Sáb,Guadalajara,1–1,Toluca,1,1,-1,233,212,204,222,445,426,332,212,216,283,544,499
Sáb,Cruz Azul,2–1,Querétaro,2,1,1,264,211,193,227,475,420,215,184,206,294,399,500
Vie,Veracruz,1–1,América,1,1,-1,109,69,138,191,178,329,363,310,198,246,673,444
Vie,Toluca,1–1,Atlas,1,1,-1,332,212,216,283,544,499,198,201,207,268,399,475
Vie,Santos,1–2,Monterrey,1,2,0,321,220,214,297,541,511,354,254,181,257,608,438
Dom,Guadalajara,0–1,León,0,1,0,233,212,204,222,445,426,332,240,225,278,572,503
Sáb,UANL,1–2,Tijuana,1,2,0,367,253,189,214,620,403,247,160,200,308,407,508
Sáb,Sinaloa,2–3,UNAM,2,3,0,18,13,20,41,31,61,294,206,204,301,500,505
Dom,Pachuca,5–2,Puebla,5,2,1,329,249,197,272,578,469,242,188,242,271,430,513
Sáb,América,3–3,Cruz Azul,3,3,-1,363,310,198,246,673,444,264,211,193,227,475,420
Vie,Querétaro,2–2,UANL,2,2,-1,215,184,206,294,399,500,367,253,189,214,620,403
Vie,Tijuana,1–1,Morelia,1,1,-1,247,160,200,308,407,508,148,138,147,177,286,324
Dom,UNAM,1–1,Santos,1,1,-1,294,206,204,301,500,505,321,220,214,297,541,511
Dom,Puebla,3–2,Sinaloa,3,2,1,242,188,242,271,430,513,18,13,20,41,31,61
Sáb,Monterrey,5–1,Veracruz,5,1,1,354,254,181,257,608,438,109,69,138,191,178,329
Sáb,León,5–1,Toluca,5,1,1,332,240,225,278,572,503,332,212,216,283,544,499
Sáb,Atlas,1–0,Pachuca,1,0,1,198,201,207,268,399,475,329,249,197,272,578,469
Sáb,Chiapas,1–1,Guadalajara,1,1,-1,71,51,75,98,122,173,233,212,204,222,445,426
Sáb,Cruz Azul,4–0,Monterrey,4,0,1,264,211,193,227,475,420,354,254,181,257,608,438
Vie,Veracruz,0–0,UNAM,0,0,-1,109,69,138,191,178,329,294,206,204,301,500,505
Dom,Guadalajara,1–1,Tijuana,1,1,-1,233,212,204,222,445,426,247,160,200,308,407,508
Sáb,Santos,1–1,Puebla,1,1,-1,321,220,214,297,541,511,242,188,242,271,430,513
Sáb,UANL,4–1,América,4,1,1,367,253,189,214,620,403,363,310,198,246,673,444
Sáb,Sinaloa,2–1,Atlas,2,1,1,18,13,20,41,31,61,198,201,207,268,399,475
Sáb,León,1–3,Chiapas,1,3,0,332,240,225,278,572,503,71,51,75,98,122,173
Sáb,Morelia,1–1,Querétaro,1,1,-1,148,138,147,177,286,324,215,184,206,294,399,500
Sáb,Toluca,0–1,Pachuca,0,1,0,332,212,216,283,544,499,329,249,197,272,578,469
Sáb,América,4–1,Morelia,4,1,1,363,310,198,246,673,444,148,138,147,177,286,324
Vie,Tijuana,0–0,León,0,0,-1,247,160,200,308,407,508,332,240,225,278,572,503
Dom,UNAM,2–2,Cruz Azul,2,2,-1,294,206,204,301,500,505,264,211,193,227,475,420
Dom,Puebla,1–1,Veracruz,1,1,-1,242,188,242,271,430,513,109,69,138,191,178,329
Sáb,Querétaro,0–2,Guadalajara,0,2,0,215,184,206,294,399,500,233,212,204,222,445,426
Sáb,Monterrey,1–0,UANL,1,0,1,354,254,181,257,608,438,367,253,189,214,620,403
Sáb,Pachuca,2–2,Sinaloa,2,2,-1,329,249,197,272,578,469,18,13,20,41,31,61
Sáb,Atlas,1–2,Santos,1,2,0,198,201,207,268,399,475,321,220,214,297,541,511
Sáb,Chiapas,3–2,Toluca,3,2,1,71,51,75,98,122,173,332,212,216,283,544,499
Sáb,Cruz Azul,1–1,Puebla,1,1,-1,264,211,193,227,475,420,242,188,242,271,430,513
Vie,Veracruz,3–2,Atlas,3,2,1,109,69,138,191,178,329,198,201,207,268,399,475
Vie,Santos,3–2,Pachuca,3,2,1,321,220,214,297,541,511,329,249,197,272,578,469
Dom,Toluca,3–0,Sinaloa,3,0,1,332,212,216,283,544,499,18,13,20,41,31,61
Sáb,UANL,0–0,UNAM,0,0,-1,367,253,189,214,620,403,294,206,204,301,500,505
Sáb,León,2–0,Querétaro,2,0,1,332,240,225,278,572,503,215,184,206,294,399,500
Sáb,Morelia,1–3,Monterrey,1,3,0,148,138,147,177,286,324,354,254,181,257,608,438
Sáb,Chiapas,1–2,Tijuana,1,2,0,71,51,75,98,122,173,247,160,200,308,407,508
Dom,Guadalajara,1–2,América,1,2,0,233,212,204,222,445,426,363,310,198,246,673,444
Sáb,América,2–1,León,2,1,1,363,310,198,246,673,444,332,240,225,278,572,503
Vie,Querétaro,1–1,Chiapas,1,1,-1,215,184,206,294,399,500,71,51,75,98,122,173
Vie,Tijuana,0–0,Toluca,0,0,-1,247,160,200,308,407,508,332,212,216,283,544,499
Dom,Puebla,0–0,UANL,0,0,-1,242,188,242,271,430,513,367,253,189,214,620,403
Sáb,Monterrey,1–3,Guadalajara,1,3,0,354,254,181,257,608,438,233,212,204,222,445,426
Sáb,Sinaloa,3–1,Santos,3,1,1,18,13,20,41,31,61,321,220,214,297,541,511
Sáb,Pachuca,6–0,Veracruz,6,0,1,329,249,197,272,578,469,109,69,138,191,178,329
Sáb,Atlas,0–2,Cruz Azul,0,2,0,198,201,207,268,399,475,264,211,193,227,475,420
Dom,UNAM,4–2,Morelia,4,2,1,294,206,204,301,500,505,148,138,147,177,286,324
Sáb,Morelia,2–0,Chiapas,2,0,1,148,138,147,177,286,324,71,51,75,98,122,173
Sáb,Cruz Azul,0–0,Pachuca,0,0,-1,264,211,193,227,475,420,329,249,197,272,578,469
Vie,Tijuana,2–4,Querétaro,2,4,0,247,160,200,308,407,508,215,184,206,294,399,500
Vie,Toluca,0–0,Santos,0,0,-1,332,212,216,283,544,499,321,220,214,297,541,511
Vie,Veracruz,0–0,Sinaloa,0,0,-1,109,69,138,191,178,329,18,13,20,41,31,61
Sáb,UANL,2–2,Atlas,2,2,-1,367,253,189,214,620,403,198,201,207,268,399,475
Sáb,León,1–2,Monterrey,1,2,0,332,240,225,278,572,503,354,254,181,257,608,438
Sáb,Morelia,2–0,Puebla,2,0,1,148,138,147,177,286,324,242,188,242,271,430,513
Sáb,Chiapas,0–2,América,0,2,0,71,51,75,98,122,173,363,310,198,246,673,444
Dom,Guadalajara,4–0,UNAM,4,0,1,233,212,204,222,445,426,294,206,204,301,500,505
Sáb,América,6–1,Tijuana,6,1,1,363,310,198,246,673,444,247,160,200,308,407,508
Vie,Querétaro,0–0,Toluca,0,0,-1,215,184,206,294,399,500,332,212,216,283,544,499
Vie,Santos,2–0,Veracruz,2,0,1,321,220,214,297,541,511,109,69,138,191,178,329
Dom,Puebla,0–3,Guadalajara,0,3,0,242,188,242,271,430,513,233,212,204,222,445,426
Dom,UNAM,1–2,León,1,2,0,294,206,204,301,500,505,332,240,225,278,572,503
Sáb,Monterrey,6–0,Chiapas,6,0,1,354,254,181,257,608,438,71,51,75,98,122,173
Sáb,Sinaloa,3–0,Cruz Azul,3,0,1,18,13,20,41,31,61,264,211,193,227,475,420
Sáb,Pachuca,2–1,UANL,2,1,1,329,249,197,272,578,469,367,253,189,214,620,403
Sáb,Atlas,1–2,Morelia,1,2,0,198,201,207,268,399,475,148,138,147,177,286,324
Sáb,Toluca,4–2,Veracruz,4,2,1,332,212,216,283,544,499,109,69,138,191,178,329
Sáb,Cruz Azul,0–1,Santos,0,1,0,264,211,193,227,475,420,321,220,214,297,541,511
Vie,Tijuana,1–2,Monterrey,1,2,0,247,160,200,308,407,508,354,254,181,257,608,438
Vie,Querétaro,1–0,América,1,0,1,215,184,206,294,399,500,363,310,198,246,673,444
Dom,Guadalajara,1–0,Atlas,1,0,1,233,212,204,222,445,426,198,201,207,268,399,475
Sáb,UANL,5–2,Sinaloa,5,2,1,367,253,189,214,620,403,18,13,20,41,31,61
Sáb,León,4–1,Puebla,4,1,1,332,240,225,278,572,503,242,188,242,271,430,513
Sáb,Morelia,1–0,Pachuca,1,0,1,148,138,147,177,286,324,329,249,197,272,578,469
Sáb,Chiapas,1–2,UNAM,1,2,0,71,51,75,98,122,173,294,206,204,301,500,505
Sáb,América,0–1,Toluca,0,1,0,363,310,198,246,673,444,332,212,216,283,544,499
Vie,UNAM,3–1,Tijuana,3,1,1,294,206,204,301,500,505,247,160,200,308,407,508
Vie,Veracruz,2–1,Cruz Azul,2,1,1,109,69,138,191,178,329,264,211,193,227,475,420
Dom,Puebla,2–1,Chiapas,2,1,1,242,188,242,271,430,513,71,51,75,98,122,173
Sáb,Monterrey,3–2,Querétaro,3,2,1,354,254,181,257,608,438,215,184,206,294,399,500
Sáb,Santos,2–1,UANL,2,1,1,321,220,214,297,541,511,367,253,189,214,620,403
Sáb,Sinaloa,1–0,Morelia,1,0,1,18,13,20,41,31,61,148,138,147,177,286,324
Sáb,Pachuca,1–1,Guadalajara,1,1,-1,329,249,197,272,578,469,233,212,204,222,445,426
Sáb,Atlas,1–1,León,1,1,-1,198,201,207,268,399,475,332,240,225,278,572,503
Sáb,América,3–3,Monterrey,3,3,-1,363,310,198,246,673,444,354,254,181,257,608,438
Vie,Querétaro,2–1,UNAM,2,1,1,215,184,206,294,399,500,294,206,204,301,500,505
Vie,Tijuana,0–0,Puebla,0,0,-1,247,160,200,308,407,508,242,188,242,271,430,513
Dom,Toluca,0–2,Cruz Azul,0,2,0,332,212,216,283,544,499,264,211,193,227,475,420
Dom,Guadalajara,2–1,Sinaloa,2,1,1,233,212,204,222,445,426,18,13,20,41,31,61
Sáb,UANL,0–0,Veracruz,0,0,-1,367,253,189,214,620,403,109,69,138,191,178,329
Sáb,León,0–0,Pachuca,0,0,-1,332,240,225,278,572,503,329,249,197,272,578,469
Sáb,Morelia,3–2,Santos,3,2,1,148,138,147,177,286,324,321,220,214,297,541,511
Sáb,Chiapas,0–3,Atlas,0,3,0,71,51,75,98,122,173,198,201,207,268,399,475
Sáb,Cruz Azul,0–3,UANL,0,3,0,264,211,193,227,475,420,367,253,189,214,620,403
Vie,Veracruz,1–2,Morelia,1,2,0,109,69,138,191,178,329,148,138,147,177,286,324
Vie,Santos,0–1,Guadalajara,0,1,0,321,220,214,297,541,511,233,212,204,222,445,426
Dom,UNAM,1–1,América,1,1,-1,294,206,204,301,500,505,363,310,198,246,673,444
Dom,Puebla,3–1,Querétaro,3,1,1,242,188,242,271,430,513,215,184,206,294,399,500
Sáb,Monterrey,1–2,Toluca,1,2,0,354,254,181,257,608,438,332,212,216,283,544,499
Sáb,Sinaloa,0–1,León,0,1,0,18,13,20,41,31,61,332,240,225,278,572,503
Sáb,Pachuca,2–1,Chiapas,2,1,1,329,249,197,272,578,469,71,51,75,98,122,173
Sáb,Atlas,0–0,Tijuana,0,0,-1,198,201,207,268,399,475,247,160,200,308,407,508
Mié,UANL,1–3,Monterrey,1,3,0,367,253,189,214,620,403,354,254,181,257,608,438
Mié,Morelia,1–1,León,1,1,-1,148,138,147,177,286,324,332,240,225,278,572,503
Jue,Santos,1–1,Pachuca,1,1,-1,321,220,214,297,541,511,329,249,197,272,578,469
Jue,Guadalajara,0–0,América,0,0,-1,233,212,204,222,445,426,363,310,198,246,673,444
Dom,América,2–1,Guadalajara,2,1,1,363,310,198,246,673,444,233,212,204,222,445,426
Sáb,Monterrey,1–2,UANL,1,2,0,354,254,181,257,608,438,367,253,189,214,620,403
Sáb,León,4–1,Morelia,4,1,1,332,240,225,278,572,503,148,138,147,177,286,324
Dom,Pachuca,3–2,Santos,3,2,1,329,249,197,272,578,469,321,220,214,297,541,511
Mié,América,1–0,Monterrey,1,0,1,363,310,198,246,673,444,354,254,181,257,608,438
Jue,León,1–1,Pachuca,1,1,-1,332,240,225,278,572,503,329,249,197,272,578,469
Sáb,Monterrey,4–2,América,4,2,1,354,254,181,257,608,438,363,310,198,246,673,444
Dom,Pachuca,2–1,León,2,1,1,329,249,197,272,578,469,332,240,225,278,572,503
